smiles,name,sources,n_sources
CCCCCCCC(C)=O,,dream|local|pyrfume|unified,4
CC1CCCC(=O)O1,,dream|local|pyrfume|unified,4
OC1CCC2CCCCC2C1,,dream|local|pyrfume|unified,4
CNc1ccccc1C(=O)OC,,dream|local|pyrfume|unified,4
O=C(OCCc1ccccc1)c1ccccc1O,,dream|local|pyrfume|unified,4
CC(=O)c1cccs1,,dream|local|pyrfume|unified,4
COc1cc(C=O)ccc1OC(C)=O,,dream|local|pyrfume|unified,4
c1ccc(SSc2ccccc2)cc1,,dream|local|pyrfume|unified,4
CC(C)c1ccccc1O,,dream|local|pyrfume|unified,4
C=C(C)C1CCC(C)CC1O,,dream|local|pyrfume|unified,4
Cc1ccc(C(C)C)c(O)c1,,dream|local|pyrfume|unified,4
CCc1ccccc1O,,dream|local|pyrfume|unified,4
O=Cc1ccccc1O,,dream|local|pyrfume|unified,4
COc1ccccc1O,,dream|local|pyrfume|unified,4
c1ccc2ncccc2c1,,dream|local|pyrfume|unified,4
Cc1ccc2ncccc2c1,,dream|local|pyrfume|unified,4
O=c1ccc2ccccc2o1,,dream|local|pyrfume|unified,4
Cc1ccc2oc(=O)ccc2c1,,dream|local|pyrfume|unified,4
c1ccc(-c2ccccc2)cc1,,dream|local|pyrfume|unified,4
CCCCCC(=O)CCCCC,,dream|local|pyrfume|unified,4
CCC=CCCO,,dream|local|pyrfume|unified,4
COc1ccc2ccccc2c1,,dream|local|pyrfume|unified,4
CC(=O)c1ccc2ccccc2c1,,dream|local|pyrfume|unified,4
C=CCc1ccc(OC)c(OC)c1,,dream|local|pyrfume|unified,4
CC=Cc1ccc(OC)c(OC)c1,,dream|local|pyrfume|unified,4
C=CCc1ccc(OC(C)=O)c(OC)c1,,dream|local|pyrfume|unified,4
CC=Cc1ccc(OC(C)=O)c(OC)c1,,dream|local|pyrfume|unified,4
COc1cc(C)ccc1O,,dream|local|pyrfume|unified,4
CCC(O)c1ccccc1,,dream|local|pyrfume|unified,4
COC(=O)c1ccccc1,,dream|local|pyrfume|unified,4
COC(=O)c1cccnc1,,dream|local|pyrfume|unified,4
CCOC(=O)c1ccccc1,,dream|local|pyrfume|unified,4
COc1cncc(C(C)C)n1,,dream|pyrfume,2
CCOC(=O)CCSCc1ccco1,,dream|local|pyrfume|unified,4
O=C(OCCc1ccccc1)c1ccccc1,,dream|local|pyrfume|unified,4
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,,dream|local|pyrfume|unified,4
CCC(=O)CC,,dream|local|pyrfume|unified,4
O=C1CCCO1,,dream|local|pyrfume|unified,4
C=C(C)C1CC=C(C)C(OC(C)=O)C1,,dream|local|pyrfume|unified,4
C=CCc1ccc(O)c(OC)c1,,dream|local|pyrfume|unified,4
CC=Cc1ccc(O)c(OC)c1,,dream|local|pyrfume|unified,4
CCCC(C)C(=O)O,,dream|local|pyrfume|unified,4
OCC1CCCO1,,dream|local|pyrfume|unified,4
OCc1ccco1,,dream|local|pyrfume|unified,4
CC(O)c1ccccc1,,dream|local|pyrfume|unified,4
CC(=O)c1ccccc1,,dream|local|pyrfume|unified,4
Cc1ccc(C(C)C)cc1,,dream|local|pyrfume|unified,4
Br.Br.N=C(N)SCCN,,local|unified,2
Br.CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,,local|unified,2
BrC(Br)Br,,local|unified,2
BrC=Cc1ccccc1,,local|pyrfume|unified,3
BrCBr,,local|unified,2
Brc1c(Br)c(Br)c2n[nH]nc2c1Br,,local|unified,2
Brc1c(NC2=NCCN2)ccc2nccnc12,,local|unified,2
Brc1ccc(C2CN3CCSC3=N2)cc1,,local|unified,2
Brc1cccc(Nc2ncnc3cc4nc[nH]c4cc23)c1,,local|unified,2
C#CC(C)(O)CCC=C(C)C,,local|pyrfume|unified,3
C#CC(C=CCCCCCCCCCC=CCCCCC(C)C)OC,,local|unified,2
C#CC(C=CCCCCCCCCCC=CCCCCC(C)C)OC(C)=O,,local|unified,2
C#CC(C=CCCCCCCCCCCC=CCCCCCCCC(O)C#CC#CC#CCO)OC,,local|unified,2
C#CC(C=CCCCCCCCCCCC=CCCCCCCCCCC(O)C#CC#CCO)OC,,local|unified,2
C#CC(C=CCCCCCCCCCCCCCCCC)OC,,local|unified,2
C#CC(C=CCCCCCCCCCCCCCCCC)OC(C)=O,,local|unified,2
C#CC(N)CCC(=O)O,,local|unified,2
C#CC(O)(C=CCl)CC,,local|unified,2
C#CC(O)C=CCCCCCCCC#CC=CCCCCCCCCCCCC(O)C#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCC#CC=CCCCCCCCCCCCCCC(O)C#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCC(C)CCCCCCCC,,local|unified,2
C#CC(O)C=CCCCCCCCCC=CCCCCCCCCC(O)C#CC#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCC(C)CCCCCCCCCCC(O)C#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCC=CC#CCCCCCCC(O)C#CC#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCC=CC#CCCCCCCCCC(O)C#CC#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCC=CC#CCCCCCCCCCC#CC#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCC=CCCCCC(C)C,,local|unified,2
C#CC(O)C=CCCCCCCCCCC=CCCCCC(C)CC,,local|unified,2
C#CC(O)C=CCCCCCCCCCC=CCCCCCC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC#CCCCCCCCCCCC(O)C#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC(C)CCCC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC=CCCCCCCCC(C#CC#CC#CCO)OC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC=CCCCCCCCC(O)C#CC#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC=CCCCCCCCC(O)C#CC#CC#CCOC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC=CCCCCCCCCC(O)C#CC#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC=CCCCCCCCCCC(C#CC#CCO)OC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC=CCCCCCCCCCC(O)C#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCCC=CCCCCCCCCCC(O)C#CC#CCOC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCCC=CCCCCCCCCCC(O)C#CC#CCO,,local|unified,2
C#CC(O)C=CCCCCCCCCCCCCC=CCCCCCCCCCC=CC#CC(=O)O,,local|unified,2
C#CC(O)C=CCCCCCCCCCCCCCC(C)C,,local|unified,2
C#CC(O)C=CCCCCCCCCCCCCCCC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCCCCCCC,,local|unified,2
C#CC(O)C=CCCCCCCCCCCCCCCCCC,,local|unified,2
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,,local|unified,2
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CCC,,local|unified,2
C#CC1(O)C=CC2C3CCC4=CC(O)CCC4C3CCC21CC,,local|unified,2
C#CC1(O)CC2C3CCC4CC(O)(C#C)CC4(C)C3CCC2(C)C1,,local|unified,2
C#CC1(O)CC2CCC3C(CCC4(C)C3CCC4(C)O)C2(C)C1,,local|unified,2
C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21CC,,local|unified,2
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(CC)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,,local|unified,2
C#CC1(O)CCC2C3CCC4=CC(O)CCC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21CC,,local|unified,2
C#CC1(O)CCC2C3CCC4=Cc5onc(C)c5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=Cc5onc(O)c5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21CC,,local|unified,2
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(CC)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7c(C)cccc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7c(O)cccc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7cc(C)ccc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7cc(O)ccc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7ccc(C)cc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7ccc(O)cc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7ccccc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7ccccc7n6cc5CC4(C)C3CCC21CC,,local|unified,2
C#CC1(O)CCC2C3CCC4Cc5nc6nc7ccccc7n6cc5CC4(CC)C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,,local|unified,2
C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,,local|unified,2
C#CC1(OC(=O)CC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4=CC(O)CCC4C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4=CCCCC4C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)CCC2C3CCC4Cc5nc6nc7ccccc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(OC(C)=O)CCCCC1,,local|pyrfume|unified,3
C#CC1(OC(C)=O)CCCCC1C(C)CC,,local|pyrfume|unified,3
C#CC1(OC(C)O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,,local|unified,2
C#CC1(OC(N)=O)CCCCC1,,local|unified,2
C#CC1(OC)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,,local|unified,2
C#CC1(OC)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,,local|unified,2
C#CC1(OC)CCC2C3CCC4=CCCCC4C3CCC21C,,local|unified,2
C#CC1(OC)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,,local|unified,2
C#CC1(OC)CCC2C3CCC4Cc5nc6nc7ccccc7n6cc5CC4(C)C3CCC21C,,local|unified,2
C#CC=CC(O)CCCCCCCCCC=CCCCCCCCCCCCC(O)C#CC#CC#CCO,,local|unified,2
C#CC=CC(O)CCCCCCCCCCC(C)CCCC,,local|unified,2
C#CCCCCCCCCCCCCCCCC(=O)O,,local|unified,2
C#CCN(C)C(C)Cc1ccc(C)cc1,,local|unified,2
C#CCN(C)C(C)Cc1ccc(O)cc1,,local|unified,2
C#CCN(C)C(C)Cc1cccc(C)c1,,local|unified,2
C#CCN(C)C(C)Cc1cccc(O)c1,,local|unified,2
C#CCN(C)C(C)Cc1ccccc1,,local|unified,2
C#CCN(C)C(C)Cc1ccccc1C,,local|unified,2
C#CCN(C)C(C)Cc1ccccc1O,,local|unified,2
C#CCN(C)C(CC)Cc1ccccc1,,local|unified,2
C#CCN(C)CCCOc1c(C)cc(Cl)cc1Cl,,local|unified,2
C#CCN(C)CCCOc1c(O)cc(Cl)cc1Cl,,local|unified,2
C#CCN(C)CCCOc1cc(C)c(Cl)cc1Cl,,local|unified,2
C#CCN(C)CCCOc1cc(O)c(Cl)cc1Cl,,local|unified,2
C#CCN(C)CCCOc1ccc(Cl)c(C)c1Cl,,local|unified,2
C#CCN(C)CCCOc1ccc(Cl)c(O)c1Cl,,local|unified,2
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,,local|unified,2
C#CCN(C)Cc1ccccc1,,local|unified,2
C#CCN(CC)C(C)Cc1ccccc1,,local|unified,2
C#CCN(CC)CCCOc1ccc(Cl)cc1Cl,,local|unified,2
C#CCN(Cc1cc(C)c2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1cc(O)c2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1cc2c(=O)nc(N)[nH]c2cc1C)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1cc2c(=O)nc(N)[nH]c2cc1O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)OC)cc1,,local|unified,2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(O)O)cc1,,local|unified,2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)OC)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(O)O)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1C)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,local|unified,2
C#CCO,,local|pyrfume|unified,3
C#CCO.CCC(=O)CCC1C(C)=CCCC1(C)C,,local|pyrfume|unified,3
C#CCOC(=O)C1=CCCN(C)C1,,local|unified,2
C#CCOC(=O)C1CN=CNC1,,local|unified,2
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,,local|unified,2
C(#CCN1CCCC1)CN1CCCC1,,local|unified,2
C(=C/C1OCCO1)\c1ccccc1,,local|pyrfume|unified,3
C(=CC1OCCO1)c1ccccc1,,local|unified,2
C(=CN1CCN(C(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1,,local|unified,2
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,local|unified,2
C/C(=C/CCC1(C)C2CC3C(C2)C31C)CO,,local|pyrfume|unified,3
C/C(=C\C(C)C)C(=O)O,,local|pyrfume|unified,3
C/C(=C\C=O)CCC1CC1(C)C,,local|pyrfume|unified,3
C/C(=C\CO)CCCC(C)CCCC(C)CCCC(C)C,,local|pyrfume|unified,3
C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,,local|pyrfume|unified,3
C/C(C=O)=C/c1ccccc1,,local|pyrfume|unified,3
C/C(C=O)=C/c1ccco1,,local|pyrfume|unified,3
C/C1=C/CC(C)(C)/C=C/C/C(C)=C/CC1,,local|unified,2
C/C1=C/CC/C(C)=C/CC(C)(C)/C=C/C1,,local|unified,2
C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1,,local|pyrfume|unified,3
C/C=C(/C)C(=O)O,,local|pyrfume|unified,3
C/C=C(/C)C(=O)OC,,local|pyrfume|unified,3
C/C=C(/C)C(=O)OCC(C)C,,local|pyrfume|unified,3
C/C=C(/C)C(=O)OCC/C=C/CC,,local|pyrfume|unified,3
C/C=C(/C)C(=O)OCCC(C)C,,local|pyrfume|unified,3
C/C=C(/C)C(=O)OCCCC,,local|pyrfume|unified,3
C/C=C(/C)C(=O)OCCCCC,,local|pyrfume|unified,3
C/C=C(/C)C=O,,local|unified,2
C/C=C(/C=O)CC,,local|pyrfume|unified,3
C/C=C(/C=O)CSC,,local|pyrfume|unified,3
C/C=C(/C=O)c1ccccc1,,local|pyrfume|unified,3
C/C=C(C)/C=C/C=C(C)C,,local|pyrfume|unified,3
C/C=C(\C)C(=O)O,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OC(C)C,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OC(CC)CCCCC,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OC/C=C/c1ccccc1,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OC1CC(C)CCC1C(C)C,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCC,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCC(C)C,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCC/C=C\CC,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCCC,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCCC(C)C,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCCC(C)CCC=C(C)C,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCCCC,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCCCCC,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCCCCCC,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCCc1ccccc1,,local|pyrfume|unified,3
C/C=C(\C)C(=O)OCc1ccccc1,,local|pyrfume|unified,3
C/C=C(\C)C1CCC(C)(C)O1,,local|pyrfume|unified,3
C/C=C(\C)C=O,,local|pyrfume|unified,3
C/C=C(\C)CO,,local|pyrfume|unified,3
C/C=C(\C)COC(C)=O,,local|pyrfume|unified,3
C/C=C(\C=O)CCCC,,local|pyrfume|unified,3
C/C=C(\OCC)C(=O)OCC,,local|pyrfume|unified,3
C/C=C/C(=O)C(C)CC,,local|pyrfume|unified,3
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)C1=C(C)CCCC1(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)C1C(C)=CCCC1(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)C1C(C)C=CCC1(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)C1CCC(C)(C)C=C1C,,local|pyrfume|unified,3
C/C=C/C(=O)CCC,,local|pyrfume|unified,3
C/C=C/C(=O)CCCC,,local|pyrfume|unified,3
C/C=C/C(=O)CCCCC,,local|pyrfume|unified,3
C/C=C/C(=O)O,,local|pyrfume|unified,3
C/C=C/C(=O)OC,,local|pyrfume|unified,3
C/C=C/C(=O)OC(C)(C)Cc1ccccc1,,local|pyrfume|unified,3
C/C=C/C(=O)OC(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)OC/C=C(/C)CCC=C(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)OC/C=C(\C)CCC=C(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)OC1CC(C)CCC1C(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)OCC,,local|pyrfume|unified,3
C/C=C/C(=O)OCC(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)OCC/C=C/CC,,local|pyrfume|unified,3
C/C=C/C(=O)OCC/C=C\CC,,local|pyrfume|unified,3
C/C=C/C(=O)OCCC,,local|pyrfume|unified,3
C/C=C/C(=O)OCCC(C)C,,local|pyrfume|unified,3
C/C=C/C(=O)OCCCCCC,,local|pyrfume|unified,3
C/C=C/C(=O)OCCc1ccccc1,,local|pyrfume|unified,3
C/C=C/C(=O)OCc1ccccc1,,local|pyrfume|unified,3
C/C=C/C(=O)[C@@H]1[C@@H](C)C=CCC1(C)C,,local|pyrfume|unified,3
C/C=C/C(C)C(=O)O,,local|pyrfume|unified,3
C/C=C/C(C)C(=O)OCC,,local|pyrfume|unified,3
C/C=C/C(C)C(=O)OCCCCCC,,local|pyrfume|unified,3
C/C=C/C(O)CCCC,,local|pyrfume|unified,3
C/C=C/C(OCC)OCC,,local|pyrfume|unified,3
C/C=C/C=C/C(=O)O,,local|pyrfume|unified,3
C/C=C/C=C/C(=O)OC,,local|pyrfume|unified,3
C/C=C/C=C/C(=O)OC(C)C,,local|pyrfume|unified,3
C/C=C/C=C/C(=O)OCC,,local|pyrfume|unified,3
C/C=C/C=C/C(=O)OCCC(C)C,,local|pyrfume|unified,3
C/C=C/C=C/C(=O)OCCCC,,local|pyrfume|unified,3
C/C=C/C=C/C(=O)OCCCCCC,,local|pyrfume|unified,3
C/C=C/C=C/C(OCC)OCC,,local|pyrfume|unified,3
C/C=C/C=C/C=O,,local|pyrfume|unified,3
C/C=C/C=C/CO,,local|pyrfume|unified,3
C/C=C/C=C/COC(=O)CCC,,local|pyrfume|unified,3
C/C=C/C=C/COC(C)=O,,local|pyrfume|unified,3
C/C=C/C=C1\C(C)=CC(=O)CC1(C)C,,local|pyrfume|unified,3
C/C=C/C=C\COC(=O)C(C)C,,local|pyrfume|unified,3
C/C=C/C=C\COC(=O)CC,,local|pyrfume|unified,3
C/C=C/C=O,,local|pyrfume|unified,3
C/C=C/CC(=O)O,,local|pyrfume|unified,3
C/C=C/CC/C=C/C=O,,local|pyrfume|unified,3
C/C=C/CCC1CCCC(=O)O1,,local|pyrfume|unified,3
C/C=C/CCCCC=O,,local|pyrfume|unified,3
C/C=C/CCCCCCCC,,local|pyrfume|unified,3
C/C=C/CCCCCCCC(=O)OC,,local|pyrfume|unified,3
C/C=C/CCCCCCCC=O,,local|pyrfume|unified,3
C/C=C/CCCO,,local|pyrfume|unified,3
C/C=C/CCO,,local|pyrfume|unified,3
C/C=C/S/C=C/C,,local|pyrfume|unified,3
C/C=C/SSC,,local|pyrfume|unified,3
C/C=C/SSCCC,,local|pyrfume|unified,3
C/C=C/c1ccc(O)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OC(=O)CC(C)C)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OC(=O)Cc2ccccc2)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OC(C)=O)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OC)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OC)cc1,,local|pyrfume|unified,3
C/C=C/c1ccc(OC=O)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OCC)c(O)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OCC)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OCCCCC)c(OC)c1,,local|pyrfume|unified,3
C/C=C/c1ccc(OCc2ccccc2)c(OC)c1,,local|pyrfume|unified,3
C/C=C\C(=O)C1=C(C)CCCC1(C)C,,local|pyrfume|unified,3
C/C=C\C(=O)CC,,local|pyrfume|unified,3
C/C=C\C(=O)OCC(C)C,,local|pyrfume|unified,3
C/C=C\C(=O)OCCCCC,,local|pyrfume|unified,3
C/C=C\C(=O)OCCCCCC,,local|pyrfume|unified,3
C/C=C\C(=O)OCCCCCCCC,,local|pyrfume|unified,3
C/C=C\C(C)=O,,local|pyrfume|unified,3
C/C=C\C(C)C,,local|pyrfume|unified,3
C/C=C\C=C\C(=O)OCCC,,local|pyrfume|unified,3
C/C=C\CC1=C(C)CCC1,,local|pyrfume|unified,3
C/C=C\CCCCC,,local|pyrfume|unified,3
C/C=C\CCCO,,local|pyrfume|unified,3
C/C=C\CCCOC(C)=O,,local|pyrfume|unified,3
C/C=C\CO,,local|pyrfume|unified,3
C/C=C\c1ccc(OC)c(OC)c1,,local|pyrfume|unified,3
C/C=C\c1ccc(OCc2ccccc2)c(OC)c1,,local|pyrfume|unified,3
C1=CC2=NC1=CC1=CCC(=CC3=NC(=CC4=NC(=C2)CC4)C=C3)N1,,local|unified,2
C1=CC2COCC2CCCCCCCC1,,local|unified,2
C1=CNCN=C1,,local|unified,2
C1=Cc2cccc(OCC3CNCCO3)c2C1,,local|unified,2
C1=NCCC1,,local|pyrfume|unified,3
C1CC2C3CC(C2C1)C1(CCCO1)C3,,local|pyrfume|unified,3
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,,local|unified,2
C1CCC(N=C([NH2+]C2C3CC4CC(C3)CC2C4)N2CCOCC2)CC1,,local|unified,2
C1CCC(NC(=NC2C3CC4CC(C3)CC2C4)N2CCOCC2)CC1,,local|unified,2
C1CCC(SSC2CCCCC2)CC1,,local|pyrfume|unified,3
C1CCC2C(C1)CCC1C3CCCC3CCC21,,local|unified,2
C1CCC2CCCCC2C1,,local|pyrfume|unified,3
C1CCCC2(CCC1)CCCO2,,local|pyrfume|unified,3
C1CCCC2CCCN3CCC(CCCCCCC4CCCN5CCC(CC1)OC45)OC23,,local|unified,2
C1CCCCCC2COCC2CCCC1,,local|pyrfume|unified,3
C1CCN2CC3CC(CN4CCCCC34)C2C1,,local|unified,2
C1CCOC1,,local|unified,2
C1CCOCC1,,local|pyrfume|unified,3
C1CCSC1,,local|pyrfume|unified,3
C1CCSSC1,,local|pyrfume|unified,3
C1CCc2nnnn2CC1,,local|unified,2
C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,,local|unified,2
C1CN1c1nc(N2CC2)nc(N2CC2)n1,,local|unified,2
C1CNCCN1,,local|pyrfume|unified,3
C1CNCCN1.O=C(O)CCCCC(=O)O,,local|pyrfume|unified,3
C1CS1,,local|pyrfume|unified,3
C1CSCCS1,,local|pyrfume|unified,3
C1CSCS1,,local|pyrfume|unified,3
C1CSCSC1,,local|pyrfume|unified,3
C1CSSSS1,,local|pyrfume|unified,3
C1N2CN3CN1CN(C2)C3,,local|unified,2
C1SCSS1,,local|pyrfume|unified,3
C1SSCSSS1,,local|pyrfume|unified,3
C=C(C(C)C(C)O)C(C)C(C)(C)C,,local|pyrfume|unified,3
C=C(C)/C=C/C(CCC(C)=O)C(C)C,,local|pyrfume|unified,3
C=C(C)/C=C/C1=C(C)C=CC(=O)C1,,local|unified,2
C=C(C)/C=C/C1C(=O)CCC1(C)C,,local|unified,2
C=C(C)/C=C/C1CC(=O)C=C(C)C1,,local|unified,2
C=C(C)C(=O)C(C)(C)c1ccccc1,,local|pyrfume|unified,3
C=C(C)C(=O)O,,local|pyrfume|unified,3
C=C(C)C(=O)OCC,,local|pyrfume|unified,3
